Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
0,0,0,0,10,1288
1,1,0,0,0,1288
2,2,0,0,0,1288
3,3,0,0,0,1288
4,4,0,0,0,1288
5,5,0,0,0,1288
6,6,0,0,0,1288
7,7,0,0,0,1288
8,8,0,0,0,1288
9,9,0,0,0,1288
10,10,0,0,0,1288
11,11,0,0,0,1288
12,12,0,0,0,1288
13,13,0,0,0,1288
14,14,0,0,0,1288
15,15,0,0,0,1288
16,16,0,0,0,1288
17,17,0,0,0,1288
18,18,0,0,0,1288
19,19,0,0,0,1288
20,20,0,0,0,1288
21,21,0,0,0,1288
22,22,0,0,0,1288
23,23,0,0,0,1288
24,24,0,0,0,1288
25,25,0,0,0,1288
26,26,0,0,0,1288
27,27,0,0,0,1288
28,28,0,0,0,1288
29,29,0,0,0,1288
30,30,0,0,0,1288
31,31,0,0,0,1288
32,32,0,0,0,1288
33,33,0,0,0,1288
34,34,0,0,0,1288
35,35,0,0,0,1288
36,36,0,0,0,1288
37,37,0,0,0,1288
38,38,0,0,0,1288
39,39,0,0,0,1288
40,40,0,0,0,1288
41,41,0,0,0,1288
42,42,0,0,0,1288
43,43,0,0,0,1288
44,44,0,0,0,1288
45,45,0,0,0,1288
46,46,0,0,0,1288
47,47,0,0,0,1288
48,48,0,0,0,1288
49,49,0,0,0,1288
50,50,0,0,0,1288
51,51,0,0,0,1288
52,52,0,0,0,1288
53,53,0,0,0,1288
54,54,0,0,0,1288
55,55,0,0,0,1288
56,56,0,0,0,1288
57,57,0,0,0,1288
58,58,0,0,0,1288
59,59,0,0,0,1288
60,60,0,0,0,1288
61,61,0,0,0,1288
62,62,0,0,0,1288
63,63,0,0,0,1288
64,64,0,0,0,1288
65,65,0,0,0,1288
66,66,0,0,0,1288
67,67,0,0,0,1288
68,68,0,0,0,1288
69,69,0,0,0,1288
70,70,0,0,0,1288
71,71,0,0,0,1288
72,72,0,0,0,1288
73,73,0,0,0,1288
74,74,0,0,0,1288
75,75,0,0,0,1288
76,76,0,0,0,1288
77,77,0,0,0,1288
78,78,0,0,0,1288
79,79,0,0,0,1288
80,80,0,0,0,1288
81,81,0,0,0,1288
82,82,0,0,0,1288
83,83,0,0,0,1288
84,84,0,0,0,1288
85,85,0,1,0,1288
86,86,0,0,0,1288
87,87,0,0,0,1288
88,88,0,0,0,1288
89,89,0,0,0,1288
90,90,0,0,0,1288
91,91,0,0,0,1288
92,92,0,0,0,1288
93,93,0,0,0,1288
94,94,0,0,0,1288
95,95,0,0,0,1288
96,96,0,0,0,1288
97,97,0,0,0,1288
98,98,0,0,0,1288
99,99,0,0,0,1288
100,100,0,0,0,1288
101,101,0,0,0,1288
102,102,0,0,0,1288
103,103,0,0,0,1288
104,104,0,0,0,1288
105,105,0,0,0,1288
106,106,0,0,0,1288
107,107,0,0,0,1288
108,108,0,0,0,1288
109,109,0,0,0,1288
110,110,0,0,0,1288
111,111,0,0,0,1288
112,112,0,0,0,1288
113,113,0,0,0,1288
114,114,0,0,0,1288
115,115,0,0,0,1288
116,116,0,0,0,1288
117,117,0,0,0,1288
118,118,0,0,0,1288
119,119,0,0,0,1288
120,120,0,0,0,1288
121,121,0,0,0,1288
122,122,0,0,0,1288
123,123,0,0,0,1288
124,124,0,0,0,1288
125,125,0,0,0,1288
126,126,0,0,0,1288
127,127,0,0,0,1288
128,128,0,0,0,1288
129,129,0,0,0,1288
130,130,0,0,0,1288
131,131,0,0,0,1288
132,132,0,0,0,1288
133,133,0,0,0,1288
134,134,0,0,0,1288
135,135,0,0,0,1288
136,136,0,0,0,1288
137,137,0,0,0,1288
138,138,0,0,0,1288
139,139,0,0,0,1288
140,140,0,0,0,1288
141,141,0,0,0,1288
142,142,0,0,0,1288
143,143,0,0,0,1288
144,144,0,0,0,1288
145,145,0,0,0,1288
146,146,0,0,0,1288
147,147,0,0,0,1288
148,148,0,0,0,1288
149,149,0,0,0,1288
150,150,0,0,0,1288
151,151,0,0,0,1288
152,152,0,0,0,1288
153,153,0,0,0,1288
154,154,0,0,0,1288
155,155,0,0,0,1288
156,156,0,0,0,1288
157,157,0,0,0,1288
158,158,0,0,0,1288
159,159,0,0,0,1288
160,160,0,0,0,1288
161,161,0,0,0,1288
162,162,0,0,0,1288
163,163,0,0,0,1288
