Sample in Buffer,Sample in Window,TRIGGER,pynq_bd_i/xadc_wiz_0_drdy_out,pynq_bd_i/dpp_counter_0_fifo_o[31:0],pynq_bd_i/dpp_counter_0_y[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED
0,0,0,0,0,5009
1,1,0,0,0,5009
2,2,0,0,0,5009
3,3,0,0,0,5009
4,4,0,0,0,5009
5,5,0,0,0,5009
6,6,0,0,0,5009
7,7,0,0,0,5009
8,8,0,0,0,5009
9,9,0,0,0,5009
10,10,0,0,0,5009
11,11,0,0,0,5009
12,12,0,0,0,5009
13,13,0,0,0,5009
14,14,0,0,0,5009
15,15,0,0,0,5009
16,16,0,0,0,5009
17,17,0,0,0,5009
18,18,0,0,0,5009
19,19,0,0,0,5009
20,20,0,0,0,5009
21,21,0,0,0,5009
22,22,0,0,0,5009
23,23,0,0,0,5009
24,24,0,0,0,5009
25,25,0,0,0,5009
26,26,0,0,0,5009
27,27,0,0,0,5009
28,28,0,0,0,5009
29,29,0,0,0,5009
30,30,0,0,0,5009
31,31,0,0,0,5009
32,32,0,0,0,5009
33,33,0,0,0,5009
34,34,0,0,0,5009
35,35,0,0,0,5009
36,36,0,0,0,5009
37,37,0,0,0,5009
38,38,0,0,0,5009
39,39,0,0,0,5009
40,40,0,0,0,5009
41,41,0,0,0,5009
42,42,0,0,0,5009
43,43,0,0,0,5009
44,44,0,0,0,5009
45,45,0,0,0,5009
46,46,0,0,0,5009
47,47,0,0,0,5009
48,48,0,0,0,5009
49,49,0,0,0,5009
50,50,0,0,0,5009
51,51,0,0,0,5009
52,52,0,0,0,5009
53,53,0,0,0,5009
54,54,0,0,0,5009
55,55,0,0,0,5009
56,56,0,0,0,5009
57,57,0,0,0,5009
58,58,0,0,0,5009
59,59,0,0,0,5009
60,60,0,0,0,5009
61,61,0,0,0,5009
62,62,0,0,0,5009
63,63,0,0,0,5009
64,64,0,0,0,5009
65,65,0,0,0,5009
66,66,0,0,0,5009
67,67,0,0,0,5009
68,68,0,0,0,5009
69,69,0,0,0,5009
70,70,0,0,0,5009
71,71,0,0,0,5009
72,72,0,0,0,5009
73,73,0,0,0,5009
74,74,0,0,0,5009
75,75,0,0,0,5009
76,76,0,0,0,5009
77,77,0,0,0,5009
78,78,0,0,0,5009
79,79,0,0,0,5009
80,80,0,0,0,5009
81,81,0,0,0,5009
82,82,0,0,0,5009
83,83,0,1,0,5009
84,84,0,0,0,5009
85,85,0,0,0,5009
86,86,0,0,0,5009
87,87,0,0,0,5009
88,88,0,0,0,5009
89,89,0,0,0,5009
90,90,0,0,0,5009
91,91,0,0,0,5009
92,92,0,0,0,5009
93,93,0,0,0,5009
94,94,0,0,0,5009
95,95,0,0,0,5009
96,96,0,0,0,5009
97,97,0,0,0,5009
98,98,0,0,0,5009
99,99,0,0,0,5009
100,100,0,0,0,5009
101,101,0,0,0,5009
102,102,0,0,0,5009
103,103,0,0,0,5009
104,104,0,0,0,5009
105,105,0,0,0,5009
106,106,0,0,0,5009
107,107,0,0,0,5009
108,108,0,0,0,5009
109,109,0,0,0,5009
110,110,0,0,0,5009
111,111,0,0,0,5009
112,112,0,0,0,5009
113,113,0,0,0,5009
114,114,0,0,0,5009
115,115,0,0,0,5009
116,116,0,0,0,5009
117,117,0,0,0,5009
118,118,0,0,0,5009
119,119,0,0,0,5009
120,120,0,0,0,5009
121,121,0,0,0,5009
122,122,0,0,0,5009
123,123,0,0,0,5009
124,124,0,0,0,5009
125,125,0,0,0,5009
126,126,0,0,0,5009
127,127,0,0,0,5009
128,128,0,0,0,5009
129,129,0,0,0,5009
130,130,0,0,0,5009
131,131,0,0,0,5009
132,132,0,0,0,5009
133,133,0,0,0,5009
134,134,0,0,0,5009
135,135,0,0,0,5009
136,136,0,0,0,5009
137,137,0,0,0,5009
138,138,0,0,0,5009
139,139,0,0,0,5009
140,140,0,0,0,5009
141,141,0,0,0,5009
142,142,0,0,0,5009
143,143,0,0,0,5009
144,144,0,0,0,5009
145,145,0,0,0,5009
146,146,0,0,0,5009
147,147,0,0,0,5009
148,148,0,0,0,5009
149,149,0,0,0,5009
150,150,0,0,0,5009
151,151,0,0,0,5009
152,152,0,0,0,5009
153,153,0,0,0,5009
154,154,0,0,0,5009
155,155,0,0,0,5009
156,156,0,0,0,5009
157,157,0,0,0,5009
158,158,0,0,0,5009
159,159,0,0,0,5009
160,160,0,0,0,5009
161,161,0,0,0,5009
162,162,0,0,0,5009
163,163,0,0,0,5009
164,164,0,0,0,5009
165,165,0,0,0,5009
166,166,0,0,0,5009
167,167,0,0,0,5009
168,168,0,0,0,5009
169,169,0,0,0,5009
170,170,0,0,0,5009
171,171,0,0,0,5009
172,172,0,0,0,5009
173,173,0,0,0,5009
174,174,0,0,0,5009
175,175,0,0,0,5009
176,176,0,0,0,5009
177,177,0,0,0,5009
178,178,0,0,0,5009
179,179,0,0,0,5009
180,180,0,0,0,5009
181,181,0,0,0,5009
182,182,0,0,0,5009
183,183,0,0,0,5009
184,184,0,0,0,5009
185,185,0,0,0,5009
186,186,0,0,0,5009
187,187,0,0,0,5009
188,188,0,0,0,5009
189,189,0,0,0,5009
190,190,0,0,0,5009
191,191,0,0,0,5009
192,192,0,0,0,5009
193,193,0,0,0,5009
194,194,0,0,0,5009
195,195,0,0,0,5009
196,196,0,0,0,5009
197,197,0,0,0,5009
198,198,0,0,0,5009
199,199,0,0,0,5009
200,200,0,0,0,5009
201,201,0,0,0,5009
202,202,0,0,0,5009
203,203,0,0,0,5009
204,204,0,0,0,5009
205,205,0,0,0,5009
206,206,0,0,0,5009
207,207,0,0,0,5009
208,208,0,0,0,5009
209,209,0,0,0,5009
210,210,0,0,0,5009
211,211,0,0,0,5009
212,212,0,0,0,5009
213,213,0,0,0,5009
214,214,0,0,0,5009
215,215,0,0,0,5009
216,216,0,0,0,5009
217,217,0,0,0,5009
218,218,0,0,0,5009
219,219,0,0,0,5009
220,220,0,0,0,5009
221,221,0,0,0,5009
222,222,0,0,0,5009
223,223,0,0,0,5009
224,224,0,0,0,5009
225,225,0,0,0,5009
226,226,0,1,0,5009
227,227,0,0,0,5009
228,228,0,0,0,5009
229,229,0,0,0,5009
230,230,0,0,0,5009
231,231,0,0,0,5009
232,232,0,0,0,5009
233,233,0,0,0,5009
234,234,0,0,0,5009
